index	sample-1	sample-2	sample-3	sample-4	sample-5	sample-6	sample-7	sample-8	sample-9	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16	sample-17	sample-18	sample-19	sample-20	sample-21	sample-22	sample-23	sample-24	sample-25	sample-26	sample-27	sample-28	sample-29	sample-30	sample-31	sample-32	sample-33	sample-34	sample-35	sample-36	sample-37	sample-38	sample-39	sample-40	sample-41	sample-42	sample-43	sample-44	sample-45	sample-46	sample-47	sample-48	sample-49	sample-50	sample-51	sample-52	sample-53	sample-54	sample-55	sample-56	sample-57	sample-58	sample-59	sample-60	sample-61	sample-62	sample-63	sample-64	sample-65	sample-66	sample-67	sample-68	sample-69	sample-70	sample-71	sample-72	sample-73	sample-74	sample-75	sample-76	sample-77	sample-78	sample-79	sample-80	sample-81	sample-82	sample-83	sample-84	sample-85	sample-86	sample-87	sample-88	sample-89	sample-90	sample-91	sample-92	sample-93	sample-94	sample-95	sample-96	sample-97	sample-98	sample-99	sample-100	sample-101	sample-102	sample-103	sample-104	sample-105	sample-106	sample-107	sample-108	sample-109	sample-110	sample-111	sample-112	sample-113	sample-114	sample-115	sample-116	sample-117	sample-118	sample-119	sample-120
g__Weissella	0.000434135	0	0	0	0	0	0	7.75E-05	0	0	0	0	0	0	0	0.000185816	0	0	0	0.000677568	0	0	0	0	0	0.000107319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.92E-05	0	0	0	0	0	0	0	0	0	0	0.003273322	0.00194749	0.001672877	0.015751424	0.001675526	0.054741862	0.004226888	0.002219619	0.035334816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024397328	0.111066947	0.013792081	0.045421245	0.011641026	0.020663287	0.044080427	0.019808245	0.012065414	0.014955297	0.015331944	0.004115036	0.006336653	0.004592579	0.001403324	0.005521749	0.001020318	0.00298112	0.005534794	0.002333548	0.001045478	0.001398367	0.010239617	0.003616885	0.000823097	0.003004315	0.001160285	0.003042949	0.001259115	0.000660328
g__Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014363	0.002022186	0.000145978	0	0.000123312	0	0	0	0	0	0.007992518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217833	0	0	0	0	0	0	0	0.000126119	0.000325115	0	0.000138709	0.000571728	0	0	0.000507099	0	0.000567832	9.46E-05	0	4.02E-05	0	0	0	0	0	0	0	0	0
g__Streptococcus	0.000620194	0.000300246	0.000581734	0.000203335	0.001920888	0.000191527	8.49E-05	0.000968654	0.000498706	0.000648311	0	0.000183125	0.000519818	0.000467262	9.80E-05	0.000433571	0.000171233	6.88E-05	0.006728594	0.01016352	0.00033915	0.000357039	8.89E-05	0.000744929	0.001355237	0	0.000418892	0.000373847	0.000521853	0.000467105	0.000650926	0.00293072	0.000779563	0.001039335	0.001561037	0.001996008	0.001075976	0.001151655	0.001121738	0.000728766	0.001884266	0.002839809	0.000440141	0.002359165	0	0.000614418	0.000478841	0.001610059	0.002351861	0.001195426	0.000885647	0.004813709	0.000721293	0.001368717	0.003399244	0.001733303	0.001167826	0.007453868	0.012701153	0.006375093	0.000622407	0.002840741	0.00011897	0.000991853	0.001275402	0.000273243	0.000243368	0.000306701	0.001357428	0.000465611	0.000584378	0.002377789	0	0.000823384	0.000638458	0.000500175	0.000785083	0.002143048	0.001460592	0.001564265	0.000341627	0.000235671	0.000181942	0.000778493	0.002884274	0.000586063	0.001247726	0.000799161	0.000950918	0.001996307	0.002977055	0.007552098	0.002570567	0.006886447	0.007589744	0.006959361	0.001827897	0.004380201	0.001933829	0.006068816	0.000446561	0.001155909	0.011577493	0.00168243	0.001008639	0.002479153	0.002661698	0.010268301	0.000473059	0.000794399	0.000361896	0.001957713	0.000363844	0.0005494	0.000316576	0.001365598	0.000773523	0.001130238	0.002150989	0.001012502
g__Turicibacter	0	0.000180148	0.000211539	0	0.000142288	0.005286141	0.001230482	0	0.000436368	0.000305087	0.000925355	0.000137344	0.000194932	0	0.00035943	0	0	0.002237213	0.000535906	0	0.000184991	0.000616703	0.00112646	0.000169302	0	0.000393504	0.000628338	0.00058154	0.000587084	0.002048076	0.00011835	0	0.000239866	0	0	0	0	0.000424294	0.000177117	0	0.000396688	0	0	0.00021447	0.000158692	0	0	0	0	0.000363825	0	0.000192548	0	0.000304159	0.00057452	0.000115554	9.73E-05	0	0.000863185	0.001136644	0	0	0	0	0	0	0	0.000613403	0	0.001263802	0.000259723	0.00027974	0	0	0.000812583	0.000100035	0.000588813	0.000267881	0.00016853	0.000217259	0.000341627	0.000141403	0.000272913	0.000570895	0.000221867	0.000468851	0.000467897	0	0.00029259	0.000898338	0	0	0.000444906	0.00014652	0	0	0.000210911	9.73E-05	8.41E-05	0.000433487	0.000545797	0.000416127	0.002572776	0.000545653	0.001710301	0.000225378	8.87E-05	0.00075711	0.00023653	0.00034755	0	0.000391543	0.000259889	0.0002747	0	0	0.000607768	0	0	8.80E-05
Unclassified_18(o__Clostridiales)	0	0.020056446	0.053360833	0.045648638	0.028457598	0.030644296	0.006449423	0.004029602	0.005392264	0.009839066	0.03560902	0.001419219	0.004580897	0.037789849	0.726408313	0.160049551	0.146175799	0.064603841	0.052042396	0.018700876	0.027286181	0.049109027	0.106450465	0.013307148	0.021948237	0.026042785	0.11802283	0.059690953	0.089171559	0.043620423	0.001538553	0.002594408	0.007735668	0.003837544	0.005931939	0.002836432	0.007352502	0.005637047	0.004191758	0.001855042	0.005355283	0.004001549	0.005611796	0.006076637	0.011822582	0.006417258	0.002753337	0.007436939	0.004302186	0.008627859	0.006564209	0.003850968	0.005698211	0.01003726	0.001388423	0.007684308	0.001265145	0.001772566	0.006165608	0.018779343	0.01659751	0.002071374	0.005948486	0.000991853	0.001615509	0.00102466	0.0017847	0.000920104	0.009756511	0.004323533	0.003765989	0.005804602	0.013766912	0.002387814	0.014626502	0.005101786	0.006476938	0.003482454	0.004550306	0.009733206	0.004156465	0.004854827	0.0040937	0.004151962	0.005679801	0.004454082	0.007174422	0.015983218	0.01038695	0.010780057	0.004066221	0.003066265	0.003806417	0.001831502	0.004461538	0.003178967	0.003655793	0.001995425	0.002186068	0.002113248	0.003324402	0.0030516	0.00404974	0.004092397	0.004823927	0.003549696	0.003770739	0.007429139	0.003216803	0.001936349	0.001326953	0.007047768	0.002494932	0.002518084	0.003039129	0.002895067	0.006464446	0.005129543	0.007449767	0.007571756
Unclassified_19(o__Clostridiales)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17E-05	0	0	0	0	0	0	0	0	0	0.060358601	0.059959643	0.082393859	0.065478094	0.045504215	0.096543755	0.055950744	0.049884835	0.071909316	0.060818868	0.061833689	0.044275203	0.047645246	0.08971976	0.139490597	0.036250683	0.059675585	0.058192134	0.101933115	0.059459459	0.063141443	0.037258111	0.009160415	0.023496312	0.056829607	0.040559279	0.029779573	9.09E-05	0.031259634	0.000840128	0.004356846	0.0112446	0.014573791	0.015302869	0.015474875	0.026436232	0.007868906	0.014261616	0.063290065	0.021617667	0.036815791	0.010560179	0.033942559	0.022149033	0.046549422	0.057670185	0.037291462	0.054513796	0.068029886	0.043538716	0.037635939	0.033182504	0.01751194	0.023095288	0.046636493	0.024966301	0.038211593	0.058238849	0.023992393	0.097619404	0.096282312	0.061552439	0.090167581	0.052747253	0.054051282	0.136738551	0.036839145	0.137927678	0.080422079	0.065185587	0.018507492	0.038329943	0.02201153	0.044789014	0.113756962	0.040793329	0.033005057	0.137557375	0.01428639	0.039620674	0.013631429	0.048830965	0.007328863	0.020510942	0.013992655	0.025782488	0.028288856	0.02356112	0.023241173	0.027777778
g__Caldicoprobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318153	0	0.000494193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_20(f__Christensenellaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000946802	0.00052849	0.000299832	0.003038056	0.003512332	0.001996008	0.009504453	0.006546248	0.003542331	0.001258778	0.031536669	0.002194398	0.005556778	0.002001716	0.001507578	0.004915347	0.001316813	0.005980219	0.002237136	0.032640333	0.0067205	0.004524887	0.011901327	0.045167668	0.002202327	0.008146522	0.001070508	0	0.006227264	0.000691871	0.000414938	0.000473457	0	0.000141693	0.000170054	0.000204932	0	0.000230026	0	0	0.000259723	0.000489545	0.002254925	0.000164677	0.000290208	0.000650228	0	0.000803643	0.000842649	0.000260711	0.000569379	0.000707014	0.002137821	0.000934191	0.000399361	0.000586063	0.000415909	0.003146696	0.001024066	0.001946399	0.004356666	0.002612004	0.002768303	0.006300366	0.001846154	0.005713549	0.001687289	0.003406823	0.006978602	0.001788133	0.029125732	0.005086	0.00166754	0.0037741	0.006578082	0.011381564	0.003460208	0.005631004	0.002365296	0.013107591	0.005549077	0.005425663	0.008732263	0.012636205	0.006204888	0.004260665	0.01585723	0.047991654	0.005928335	0.032972354
Unclassified_21(f__Clostridiaceae)	0	0.000420345	0.000793273	0.001626678	0.001209448	0.000842718	0.002885268	0.000193731	0.001277935	0.001144077	0.000479814	0.000961406	0.000974659	0.000292039	0.000849562	0.001796222	0.001255708	0.002202795	0.001964987	0.000180685	0.006073873	0.006296861	0.00225292	0.005925575	0.004164876	0.001502468	0.002164275	0.017570823	0.007436399	0.003664978	0.001716078	0.000768713	0.002578556	0.00271826	0.003122073	0.004412228	0.002809492	0.001636562	0.002184437	0.003180072	0.000892547	0.002839809	0.001760563	0.000500429	0.003173847	0.001433643	0.010235231	0.004676838	0.012791832	0.002182952	0.004688721	0.000673919	0.000577034	0.001216638	0.000622397	0.000577768	9.73E-05	0.025906736	0.001479746	0.045465777	0.003526971	0.006865124	0.00648385	0.013106624	0.008587705	0.004986679	0.004948487	0.00958442	0.00330873	0.028734868	0.003116681	0.004266033	0.002610966	0.006175381	0.007603459	0.003151103	0.010009814	0.004620948	0.007246784	0.002954723	0.006263167	0.004524887	0.001682966	0.008148225	0.004437345	0.006739729	0.003691188	0.003046801	0.003584229	0.007436243	0.001234389	0.000340696	0.002026793	0.0003663	0.001282051	0.000300713	0.000913948	0.000924709	0.000756716	0.001300461	0.001041977	0.001479564	0.00309686	0.001000364	0.00372758	0.001070543	0.001463934	0.003832868	0.000567671	0.0004965	0.000603161	0.001510236	0.000623733	0.000595184	0.000253261	0.001638717	0.001602298	0.000869414	0.001731284	0.00048424
Unclassified_22(f__Clostridiaceae)	0.044405855	0.474569147	0.177534507	0.302867019	0.188887308	0.789243852	0.712576375	0.689836879	0.857837484	0.841850355	0.636301323	0.120999863	0.912930474	0.189474914	0.083061038	0.226571694	0.107534247	0.758140015	0.327259736	0.132125757	0.779798976	0.714758674	0.80497421	0.741103173	0.847453145	0.773091507	0.725555905	0.68638365	0.265949119	0.722288096	0.015622226	0.028586528	0.057567762	0.041013751	0.053777708	0.054417481	0.047223385	0.035155776	0.033120793	0.038028356	0.054445381	0.022331225	0.020301496	0.01415499	0.037927478	0.030379574	0.046687017	0.036264663	0.090173808	0.026039501	0.033550404	0.031577934	0.049913445	0.040149038	0.117202087	0.041541484	0.00773685	0.367148441	0.075343733	0.125871016	0.107780083	0.293128958	0.216703349	0.265178888	0.18238245	0.151239839	0.374462562	0.183407453	0.127004327	0.195955833	0.066943705	0.077418001	0.039876573	0.093207081	0.086133844	0.143500225	0.102453386	0.049290115	0.113364418	0.09111845	0.098217844	0.215544872	0.041027974	0.227319909	0.097133475	0.1765223	0.055003899	0.181059887	0.078048424	0.090881869	0.036305547	0.030208392	0.046665678	0.01956044	0.02225641	0.018171664	0.017083802	0.025015817	0.014083323	0.089406665	0.074823856	0.026863325	0.027347658	0.017415424	0.048940929	0.033186838	0.022713158	0.02067856	0.012536071	0.025023584	0.007197716	0.03535071	0.042829669	0.02417361	0.017601621	0.03572404	0.053980883	0.020344288	0.027438225	0.016244057
g__Alkaliphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005680177	0.026543566	0.002053076	0.002250203	0.000751098	0.000681232	0	0.001356434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001873829	0.000790944	0.001978022	0	0.001847238	0.001054556	9.73E-05	0.000504477	0.00092116	0.018011313	0.000878491	0.000619372	0.003501273	0.003025918	0.002591841	0.000887233	0.000283916	0.001182648	0.00044685	0.000804214	0.001901779	0.004729976	0.002334951	0.000949728	0.007920468	0.009337532	0.004434011	0.001573894	0.01078535
g__Clostridium	0.001116348	0.001741428	0.00216828	0.002948353	0.006687536	0.003715621	0.006322132	0.0005037	0.001870149	0.00270765	0.001747892	0.001968594	0.001689409	0.001693826	0.004378513	0.005264788	0.005251142	0.004474427	0.003096344	0.001626163	0.006166369	0.010711156	0.003527598	0.007754038	0.003239348	0.003648852	0.005271058	0.019356983	0.057990868	0.0121088	0.002130304	0.002690497	0.006476373	0.006555804	0.006634405	0.006303183	0.00436368	0.004364165	0.006376196	0.004107592	0.005553627	0.005550536	0.003851232	0.002216185	0.00436404	0.006690333	0.006344646	0.005750211	0.017266105	0.002390852	0.00520969	0.048811014	0.043133295	0.045547867	0.026188538	0.097642709	0.016982142	0.023861467	0.097663234	0.03577959	0.006120332	0.01349352	0.009696032	0.022954304	0.016410169	0.006967689	0.015332198	0.018632112	0.009417154	0.044499135	0.005519122	0.006573886	0.005577973	0.009962948	0.004701376	0.012354324	0.010107949	0.003482454	0.007920903	0.005735639	0.009508626	0.00678733	0.003547874	0.013597675	0.006256656	0.009963078	0.004990902	0.007991609	0.011337868	0.009831811	0.01590183	0.007438533	0.008650947	0.006446886	0.013333333	0.006057221	0.005132171	0.006472964	0.009374869	0.009753454	0.025057061	0.044155724	0.026728286	0.012140778	0.020655177	0.013973405	0.027548576	0.08484361	0.008609679	0.011767042	0.012183843	0.01510236	0.01595717	0.014971156	0.016968469	0.009395313	0.012100116	0.009128847	0.017942395	0.012326114
g__SMB53	0.005085587	0.027442503	0.013274102	0.032635218	0.018639727	0.019957098	0.029913442	0.009841528	0.009662438	0.025055297	0.012475153	0.006500939	0.014392463	0.075988552	0.039047183	0.236296067	0.144178082	0.080126661	0.196558295	0.024031078	0.045631128	0.099776039	0.045028754	0.069921782	0.062440089	0.120912928	0.031731071	0.086483343	0.055120678	0.052243901	0.009112965	0.017007783	0.03801871	0.019667413	0.014127381	0.032776552	0.016079861	0.006606861	0.01794781	0.013846562	0.026826003	0.014779915	0.003961268	0.007577924	0.015472507	0.009762425	0.008619142	0.020240742	0.02805025	0.007796258	0.017087783	0.022239338	0.022576457	0.026157707	0.013022454	0.022475156	0.005693154	0.193118807	0.090202849	0.178947368	0.029460581	0.036692904	0.021593005	0.048388239	0.026273276	0.030193319	0.035775128	0.02576292	0.014083312	0.021551151	0.010388936	0.015875236	0.011986708	0.013174146	0.01422021	0.029110189	0.025024534	0.017211358	0.021965058	0.022812201	0.016967488	0.038178733	0.010370707	0.017178742	0.021121761	0.030182266	0.014660775	0.024424354	0.046009802	0.024354943	0.035288992	0.065016183	0.051955114	0.035677656	0.035794872	0.042271673	0.046681665	0.024967148	0.024004708	0.11314007	0.079686415	0.034307379	0.067892706	0.030329211	0.034688418	0.026594546	0.025374856	0.025647092	0.018875065	0.020604737	0.009610358	0.045978297	0.031446541	0.032780881	0.010447005	0.037635877	0.033593016	0.016692749	0.016473427	0.017432647
g__Dehalobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.92E-05	0	0	0	0	0	0	0	0	0	0	0	0.000504905	0	0	0	0	0	0.000493249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41E-05	0	0.000148854	0	0	9.09E-05	0.000131562	0.000169033	0	0	0	0	0	0	0	9.16E-05	0	0	0.000110503	0	0.000104926	0.000132066
g__Anaerofustis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159898	0	0	0.000119553	0	0	0	0	0	0	0	0	0	0.000239421	0.000153339	0.00022945	0	0	0	0	0	0	0	0	0	0	9.88E-05	0	0.000118364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103799	0	0.000117213	0	0	0	0.000349354	0	0.000113565	0	0	0	0	0	0	0	0.000270929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudoramibacter_Eubacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177525	0.000288268	0.000299832	0.001519028	0.001170777	0.000525265	0.000418435	0.000242454	0.000118078	0.000662515	0.000198344	0.001355363	0.000275088	0.000285959	0.000238039	0.004096122	0.001496379	0.000690025	0.000745712	0.000571726	0.000312581	0	0.000216388	0.000304159	0	0	0	0.000181802	0.000678217	9.88E-05	0	0	0	0	0	0	0	0	0	0	0	0.000209805	0	0	0.000174125	0.001050368	0.000392542	0.001071524	0.000955003	0.000304163	0.000455503	0.001838235	0.000318399	0.000259498	0.001464324	0.000586063	0.000623863	0.000998951	0.000146295	0.000349354	0	0.001533133	0.00024717	0.00014652	0.00025641	0	0.000773341	9.73E-05	0	0.000433487	0.000198472	0.000138709	9.53E-05	0.00040924	8.77E-05	0	0	0.000331236	0	0	8.04E-05	0.000727151	0.000103956	0.000183133	0	0.000710111	0.000165755	0	0.000104926	0
Unclassified_23(f__Lachnospiraceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002662879	0.000336312	0.008994963	0.016709306	0.023727755	0.004412228	0.00603742	0.008243423	0.012634313	0.015834106	0.001685923	0.003614302	0.022887324	0.003002574	0.00436404	0.008397051	0.010175376	0.00582688	0.009120633	0.004885655	0.016618911	0.001444113	0.006203116	0.011634096	0.000622397	0.002657731	0.000632573	0	0.002959492	0.001531999	0.00093361	0.003255016	0.007733032	0.002975558	0.005101607	0.002117631	0.001703578	0.004983898	0.003648087	0.008181455	0.001298617	0.004126163	0.008307619	0.006587073	0.003888792	0.005952083	0.005397448	0.007902491	0.008875906	0.004041019	0.003359335	0.004430618	0.010825563	0.015310359	0.001996805	0.00480572	0.0018196	0.010289196	0.004096262	0.007585966	0.000435667	0.00062461	0.001334717	0.000879121	0.001333333	0.00176132	0.001968504	0.00043802	0.001219153	0.00065023	0.000744269	0.000647309	0.001810472	0.00040924	0.003289041	0.001014199	0.001463934	0	0.001182648	0.00074475	0.001568217	0.001286497	0.000779666	0.001739767	0.000759782	0.001310974	0.003591359	0.001999652	0.000734484	0.004754358
Unclassified_24(f__Lachnospiraceae)	0	0	0	0	0	0	0	0	9.35E-05	0	0	0	0	0.000116816	0	0	0.000114155	0	0	0.000948595	6.17E-05	0	0	0.000101581	0	0	0	0	0	0	0.01775253	0.031949649	0.064823699	0.118564119	0.080393381	0.074587667	0.092773029	0.041338344	0.080174755	0.054392474	0.065354292	0.087840454	0.071963028	0.042036031	0.111481393	0.052635172	0.214461004	0.047918424	0.179946079	0.056964657	0.15175827	0.026186579	0.017527409	0.087673941	0.018097381	0.014270857	0.003746776	0.00104536	0.012762809	0.018087472	0.028838174	0.100195301	0.099518173	0.147927736	0.057052972	0.04037161	0.017035775	0.021699126	0.058963265	0.030863376	0.012142069	0.059864326	0.075836696	0.03886373	0.020546753	0.065422898	0.050343474	0.035829092	0.07477108	0.028982359	0.03894551	0.02813914	0.023197635	0.05657048	0.021343628	0.03299537	0.014348843	0.047350282	0.085509473	0.049208963	0.009076387	0.011072625	0.015472836	0.020952381	0.013435897	0.020276656	0.050126547	0.013043267	0.00916467	0.009428339	0.006450332	0.010449417	0.018962314	0.007457257	0.00666579	0.011043498	0.021293585	0.001798136	0.0127726	0.006653096	0.004905706	0.008222396	0.00810853	0.012498855	0.009813853	0.011908013	0.01884082	0.020692054	0.013745344	0.034821271
g__Anaerostipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177525	0.004852503	0.000959463	0.003277902	0.000234155	0.000630318	0.001135752	0.000121227	0.000118078	0.000265006	0.000198344	0.000322706	0.000110035	0.001143838	0	0.000341344	0.000299276	0	0.001376699	0.00010395	0.000208388	0	0	0.00022812	0	0	0	0	0.000123312	0	0.00093361	0.016511807	0.005710547	0.01905774	0	0.000888039	0	0	0.000593875	0.000399095	0.000714239	0.00027974	0	0.002799506	0.000464333	0	0.000196271	0.000267881	0.002022358	0.000260711	0	0.000471342	0.00040937	0.000207598	0.000399361	0.000175819	0.000207954	0.00019979	0.000512033	0.000249538	0.000726111	0.002839135	0.000395472	0	0.000564103	0.000902139	0.000351519	0.000194676	0.000126119	0.000325115	0	0.000138709	0	0.000591124	0.000131562	0	0.000177447	0.000236597	0	0.00014895	0	0	0	0	0	0.000764735	0.000110503	0.000173883	0.000419705	0
g__Blautia	0.000124039	0	0.000211539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011909	0	0	0	0	0	0	0	0	0	0	0	0.017397479	0.004227924	0.008815064	0.007675088	0.008819856	0.010295199	0.008368701	0.006849315	0.010449876	0.014509076	0.008479199	0.009745708	0.005666813	0.016657135	0.007458542	0.003959585	0.004668702	0.006746914	0.008661733	0.008887734	0.007554051	0.004909984	0.000504905	0.00501863	0.007995404	0.002542177	0.007590871	0.000181802	0.000986497	0.004892513	0.004564315	0.00142037	0.003866516	0.001842012	0.00263583	0.001161282	0.0017847	0.002683637	0.003563248	0.007383265	0.000844101	0.00069935	0.003679089	0.004693289	0.010795751	0.009353274	0.008537782	0.040918832	0.009887085	0.03884592	0.007857428	0.012302036	0.004048215	0.007473531	0.032303869	0.008673738	0.009981804	0.005993707	0.003145344	0.028147926	0.003485333	0.001249219	0.000790944	0.001098901	0.001282051	0.002835295	0.002882452	0.001411398	0.001513432	0.001137903	0.000942741	0.001572036	0.002096336	0.001045835	0.000613954	0.000338066	0.001286487	0.000189277	0.002459908	0.001191599	0.000442318	0.000447477	0.000623733	0.001327717	0.001772825	0.000600863	0.000773523	0.000521648	0.001049263	0.00431414
g__Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002367	0.000432401	0.00083953	0.000239846	0.000156104	0.000525265	0.000597764	0.000121227	0	0.000132503	0.000644617	0	0.000165053	0.000571919	0.000238039	6.83E-05	0.00011971	0.000383347	0	0.0004158	0.000156291	0	0	0	0.000383013	0	0	0	0	0	0.00093361	0.000414275	0.003093213	0.000283386	0.000340107	0.001092971	0.000243368	0.000230026	0.000424196	0	0	0.000209805	0.000237361	0.000247015	0.000174125	0.000250088	0	0.000334851	0.000224706	0.002216042	0	9.43E-05	0	0.000103799	0.000266241	0.000175819	0.000155966	0.000249738	0	0	0	0	0.00024717	0	5.13E-05	0.000128877	0.000351519	0.000292013	8.41E-05	0	0	0	0	9.09E-05	0	0	8.87E-05	9.46E-05	0	0.00014895	0	0	0.000103956	0.00013735	0	0	0	0	0.000157389	8.80E-05
g__Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49E-05	0	0	0	0	0	0	0	0	0.015326351	0.004804459	0.010134325	0.023824752	0.016078676	0.007038554	0.008129595	0.006728088	0.013992207	0.019146681	0.004809838	0.00813218	0.013919454	0.007220475	0.01539316	0.008123976	0.022146406	0.017250633	0.008604371	0.009303534	0.031987497	0.005102532	0.034117138	0.030491978	0.00416527	0.004102149	0.002238334	0.001318062	0.043529194	0.004002965	0.019813278	0.014677162	0.005770032	0.021537372	0.023467392	0.003483845	0.00324491	0.005673976	0.007211335	0.017427165	0.002792026	0.00804252	0.016259198	0.012927131	0.007719543	0.005451908	0.008047105	0.014733458	0.00831414	0.007734423	0.006377043	0.007211538	0.012144644	0.005501349	0.010516507	0.008556526	0.005666753	0.008191399	0.004900885	0.010780057	0.001670055	0.001078871	0.002768303	0.003736264	0.003641026	0.007560787	0.001335771	0.000730034	0.004792534	0.001517204	0.003671728	0.0020344	0.000857592	0.002319025	0.002894356	0.004056795	0.002750421	0.00075711	0.00151379	0.001439849	0.002412642	0.002684864	0.004989864	0.003845802	0.004115487	0.003550554	0.016962263	0.009476613	0.006662819	0.042745202
g__Defluviitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148758	0	0	0	0	0	0.000179565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340107	0	0	0.000306701	0.001187749	0	0.000389585	0	0	0.000164677	0	0	0	0	0	0	0	0	0	0	0	0	0.000207954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011909	0	9.25E-05	0	0	0	0	0	0	0	0	0	0.006450086	0.003603344	0.004737347	0.007035497	0.006556353	0.00619813	0.007292725	0.004909686	0.006907545	0.013515304	0.005107354	0.005485995	0.019421215	0.007220475	0.004443386	0.005598034	0.01185132	0.007130261	0.006998222	0.008316008	0.0067205	0.001251564	0.002163878	0.01003726	0.00186719	0.001559972	0.001654421	0.000227252	0.00283618	0.003311095	0.002489627	0.002663195	0.003628577	0.002550478	0.001785562	0.002869048	0.001946946	0.002453611	0.006702299	0.008314487	0.002597234	0.003496748	0.006052694	0.005104981	0.018283127	0.02145751	0.022374877	0.034958478	0.017695635	0.019944382	0.008369868	0.010322398	0.011234933	0.013701474	0.021476748	0.020746645	0.018351963	0.012436941	0.006802721	0.021110945	0.002977055	0.000965306	0.001087548	0.001758242	0.002051282	0.001976115	0.002109111	0.002482114	0.001723631	0.000975345	0.000793887	0.0010172	0.006384297	0.000863951	0.000833224	0.002253775	0.002262443	0.004211423	0.00127726	0.001290899	0.00116611	0.000950889	0.0004678	0.000640967	0.002026086	0.000382367	0.000718272	0.002086594	0.001626357	0.003037507
g__Epulopiscium	0	0	0	0	0.000142288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002163878	0	0	5.78E-05	0.001119167	0	0	0	0	0	0	0	0.00238075	0	0	0	0	0	0	0	0	0	0	0	0.002453386	0	0	0	0	0	0	0	0	0	0.000675851	0.001048899	0.013824885	0.002245845	0	0	0	0	0	0	0	0	0	0	0	0	0.000142932	0	0	0	0	0.000283916	0	0	0	0	0	0	0	0	0	0	0	0
